x,y
0.5,4.0
0.6578947368421053,3.0399999999999996
0.8157894736842105,2.4516129032258065
0.9736842105263157,2.0540540540540544
1.131578947368421,1.7674418604651163
1.2894736842105263,1.5510204081632653
1.4473684210526314,1.381818181818182
1.6052631578947367,1.2459016393442623
1.763157894736842,1.1343283582089552
1.9210526315789473,1.0410958904109588
2.0789473684210527,0.9620253164556962
2.2368421052631575,0.8941176470588237
2.394736842105263,0.8351648351648353
2.552631578947368,0.7835051546391754
2.7105263157894735,0.737864077669903
2.8684210526315788,0.6972477064220184
3.026315789473684,0.6608695652173914
3.1842105263157894,0.628099173553719
3.3421052631578947,0.5984251968503937
3.5,0.5714285714285714
