x,y
0.5,20.0
0.6578947368421053,15.2
0.8157894736842105,12.258064516129032
0.9736842105263157,10.270270270270272
1.131578947368421,8.837209302325581
1.2894736842105263,7.755102040816326
1.4473684210526314,6.90909090909091
1.6052631578947367,6.229508196721312
1.763157894736842,5.6716417910447765
1.9210526315789473,5.205479452054795
2.0789473684210527,4.810126582278481
2.2368421052631575,4.470588235294119
2.394736842105263,4.175824175824176
2.552631578947368,3.9175257731958766
2.7105263157894735,3.6893203883495147
2.8684210526315788,3.486238532110092
3.026315789473684,3.3043478260869565
3.1842105263157894,3.1404958677685952
3.3421052631578947,2.9921259842519685
3.5,2.857142857142857
