x,y
0.5,2.0
0.6578947368421053,1.5199999999999998
0.8157894736842105,1.2258064516129032
0.9736842105263157,1.0270270270270272
1.131578947368421,0.8837209302325582
1.2894736842105263,0.7755102040816326
1.4473684210526314,0.690909090909091
1.6052631578947367,0.6229508196721312
1.763157894736842,0.5671641791044776
1.9210526315789473,0.5205479452054794
2.0789473684210527,0.4810126582278481
2.2368421052631575,0.44705882352941184
2.394736842105263,0.41758241758241765
2.552631578947368,0.3917525773195877
2.7105263157894735,0.3689320388349515
2.8684210526315788,0.3486238532110092
3.026315789473684,0.3304347826086957
3.1842105263157894,0.3140495867768595
3.3421052631578947,0.2992125984251969
3.5,0.2857142857142857
