x,y
0.5,0.479425538604203
0.6578947368421053,0.6114523529547798
0.8157894736842105,0.7282668468064876
0.9736842105263157,0.8269627928616504
1.131578947368421,0.9050847350964673
1.2894736842105263,0.9606890780410257
1.4473684210526314,0.9923924414827644
1.6052631578947367,0.9994060775769213
1.763157894736842,0.9815554941008217
1.9210526315789473,0.939284795645147
2.0789473684210527,0.8736456347377048
2.2368421052631575,0.7862710477846448
2.394736842105263,0.6793348267646272
2.552631578947368,0.5554974374673955
2.7105263157894735,0.4178398297766639
2.8684210526315788,0.26978678673101175
3.026315789473684,0.11502171936117536
3.1842105263157894,-0.042604972877381686
3.3421052631578947,-0.19917169617620964
3.5,-0.35078322768961984
